

New start of logging. Datetime: 2022.10.01_112457 
No;Datetime, dd/mm/yyyy hh:mm:ss;GPS Time, hhmmssddmmyy;Status;Antenna;Longitude;Latitude;Altitude, m;Speed, km/h;Course
1111;'10/01/2022 11:43:41;'054354011022;FIX;OK;68,0333633;43,14907;166,2;0,00;0,0
1112;'10/01/2022 11:43:42;'054355011022;FIX;OK;68,0333633;43,14907;165,9;0,00;0,0
1113;'10/01/2022 11:43:43;'054356011022;FIX;OK;68,0333633;43,14907;165,7;0,00;0,0
1114;'10/01/2022 11:43:44;'054357011022;FIX;OK;68,0333633;43,14907;165,4;0,00;0,0
1115;'10/01/2022 11:43:45;'054358011022;FIX;OK;68,0333633;43,14907;165,1;0,00;0,0
1116;'10/01/2022 11:43:46;'054359011022;FIX;OK;68,0333633;43,14907;164,9;0,00;0,0
1117;'10/01/2022 11:43:47;'054400011022;FIX;OK;68,0333633;43,14907;164,6;0,00;0,0
1118;'10/01/2022 11:43:48;'054401011022;FIX;OK;68,0333633;43,14907;164,3;0,00;0,0
1119;'10/01/2022 11:43:49;'054402011022;FIX;OK;68,0333633;43,14907;164,1;0,00;0,0
1120;'10/01/2022 11:43:50;'054403011022;FIX;OK;68,0333633;43,14907;163,8;0,00;0,0
1121;'10/01/2022 11:43:51;'054404011022;FIX;OK;68,0333633;43,14907;163,5;0,00;0,0
1122;'10/01/2022 11:43:52;'054405011022;FIX;OK;68,0333633;43,14907;163,2;0,00;0,0
1123;'10/01/2022 11:43:53;'054406011022;FIX;OK;68,0333633;43,14907;163,0;0,00;0,0
1124;'10/01/2022 11:43:53;'054407011022;FIX;OK;68,0333633;43,14907;162,7;0,00;0,0
1125;'10/01/2022 11:43:54;'054408011022;FIX;OK;68,0333633;43,14907;162,4;0,00;0,0
1126;'10/01/2022 11:43:55;'054409011022;FIX;OK;68,0333633;43,14907;162,1;0,00;0,0
1127;'10/01/2022 11:43:56;'054410011022;FIX;OK;68,0333633;43,14907;161,8;0,00;0,0
1128;'10/01/2022 11:43:57;'054411011022;FIX;OK;68,0333633;43,14907;161,6;0,00;0,0
1129;'10/01/2022 11:43:58;'054412011022;FIX;OK;68,0333633;43,14907;161,3;0,00;0,0
1130;'10/01/2022 11:43:59;'054413011022;FIX;OK;68,0333633;43,14907;161,0;0,00;0,0
1131;'10/01/2022 11:44:00;'054414011022;FIX;OK;68,0333633;43,14907;160,7;0,00;0,0
1132;'10/01/2022 11:44:01;'054415011022;FIX;OK;68,0333633;43,14907;160,4;0,00;0,0
1133;'10/01/2022 11:44:02;'054416011022;FIX;OK;68,0333633;43,14907;160,1;0,00;0,0
1134;'10/01/2022 11:44:03;'054417011022;FIX;OK;68,0333633;43,14907;159,9;0,00;0,0
1135;'10/01/2022 11:44:04;'054418011022;FIX;OK;68,0333633;43,14907;159,6;0,00;0,0
1136;'10/01/2022 11:44:05;'054419011022;FIX;OK;68,0333633;43,14907;159,3;0,00;0,0
1137;'10/01/2022 11:44:06;'054420011022;FIX;OK;68,0333633;43,14907;159,0;0,00;0,0
1138;'10/01/2022 11:44:07;'054421011022;FIX;OK;68,0333633;43,14907;158,7;0,00;0,0
1139;'10/01/2022 11:44:08;'054422011022;FIX;OK;68,0333633;43,14907;158,4;0,00;0,0
1140;'10/01/2022 11:44:09;'054423011022;FIX;OK;68,0333633;43,14907;158,1;0,00;0,0
1141;'10/01/2022 11:44:09;'054424011022;FIX;OK;68,0333633;43,14907;157,8;0,00;0,0
1142;'10/01/2022 11:44:10;'054425011022;FIX;OK;68,0333633;43,14907;157,6;0,00;0,0
1143;'10/01/2022 11:44:11;'054426011022;FIX;OK;68,0333633;43,14907;157,3;0,00;0,0
1144;'10/01/2022 11:44:12;'054427011022;FIX;OK;68,0333633;43,14907;157,0;0,00;0,0
1145;'10/01/2022 11:44:13;'054428011022;FIX;OK;68,0333633;43,14907;156,7;0,00;0,0
1146;'10/01/2022 11:44:14;'054429011022;FIX;OK;68,0333633;43,14907;156,4;0,00;0,0
1147;'10/01/2022 11:44:15;'054430011022;FIX;OK;68,0333633;43,14907;156,1;0,00;0,0
1148;'10/01/2022 11:44:16;'054431011022;FIX;OK;68,0333633;43,14907;155,8;0,00;0,0
1149;'10/01/2022 11:44:17;'054432011022;FIX;OK;68,0333633;43,14907;155,5;0,00;0,0
1150;'10/01/2022 11:44:18;'054433011022;FIX;OK;68,0333633;43,14907;155,2;0,00;0,0
1151;'10/01/2022 11:44:19;'054434011022;FIX;OK;68,0333633;43,14907;155,0;0,00;0,0
1152;'10/01/2022 11:44:20;'054435011022;FIX;OK;68,0333633;43,14907;154,8;0,00;0,0
1153;'10/01/2022 11:44:21;'054436011022;FIX;OK;68,0333633;43,14907;154,7;0,00;0,0
1154;'10/01/2022 11:44:22;'054437011022;FIX;OK;68,0333633;43,14907;154,6;0,00;0,0
1155;'10/01/2022 11:44:23;'054438011022;FIX;OK;68,0333633;43,14907;154,7;0,00;0,0
1156;'10/01/2022 11:44:24;'054439011022;FIX;OK;68,0333633;43,14907;154,7;0,00;0,0
1157;'10/01/2022 11:44:24;'054440011022;FIX;OK;68,0333633;43,14907;154,7;0,00;0,0
1158;'10/01/2022 11:44:25;'054441011022;FIX;OK;68,0333633;43,14907;154,7;0,00;0,0
1159;'10/01/2022 11:44:26;'054442011022;FIX;OK;68,0333633;43,14907;154,7;0,00;0,0
1160;'10/01/2022 11:44:27;'054443011022;FIX;OK;68,0333633;43,14907;154,6;0,00;0,0
1161;'10/01/2022 11:44:28;'054444011022;FIX;OK;68,0333633;43,14907;154,6;0,00;0,0
1162;'10/01/2022 11:44:29;'054445011022;FIX;OK;68,0333633;43,14907;154,6;0,00;0,0
1163;'10/01/2022 11:44:30;'054446011022;FIX;OK;68,0333633;43,14907;154,6;0,00;0,0
1164;'10/01/2022 11:44:31;'054447011022;FIX;OK;68,0333633;43,14907;154,5;0,00;0,0
1165;'10/01/2022 11:44:32;'054448011022;FIX;OK;68,0333633;43,14907;154,5;0,00;0,0
1166;'10/01/2022 11:44:33;'054449011022;FIX;OK;68,0333633;43,14907;154,5;0,00;0,0
1167;'10/01/2022 11:44:34;'054450011022;FIX;OK;68,0333633;43,14907;154,4;0,00;0,0
1168;'10/01/2022 11:44:35;'054451011022;FIX;OK;68,0333633;43,14907;154,3;0,00;0,0
1169;'10/01/2022 11:44:36;'054452011022;FIX;OK;68,0333633;43,14907;154,3;0,00;0,0
1170;'10/01/2022 11:44:37;'054453011022;FIX;OK;68,0333633;43,14907;154,2;0,00;0,0
1171;'10/01/2022 11:44:38;'054454011022;FIX;OK;68,0333633;43,14907;154,2;0,00;0,0
1172;'10/01/2022 11:44:39;'054455011022;FIX;OK;68,0333633;43,14907;154,1;0,00;0,0
1173;'10/01/2022 11:44:40;'054456011022;FIX;OK;68,0333633;43,14907;154,0;0,00;0,0
1174;'10/01/2022 11:44:40;'054457011022;FIX;OK;68,0333633;43,14907;154,0;0,00;0,0
1175;'10/01/2022 11:44:41;'054458011022;FIX;OK;68,0333633;43,14907;153,9;0,00;0,0
1176;'10/01/2022 11:44:42;'054459011022;FIX;OK;68,0333633;43,14907;153,8;0,00;0,0
1177;'10/01/2022 11:44:43;'054500011022;FIX;OK;68,0333633;43,14907;153,7;0,00;0,0
1178;'10/01/2022 11:44:44;'054501011022;FIX;OK;68,0333633;43,14907;153,7;0,00;0,0
1179;'10/01/2022 11:44:45;'054502011022;FIX;OK;68,0333633;43,14907;153,6;0,00;0,0
1180;'10/01/2022 11:44:46;'054503011022;FIX;OK;68,0333633;43,14907;153,5;0,00;0,0
1181;'10/01/2022 11:44:47;'054504011022;FIX;OK;68,0333633;43,14907;153,4;0,00;0,0
1182;'10/01/2022 11:44:48;'054505011022;FIX;OK;68,0333633;43,14907;153,3;0,00;0,0
1183;'10/01/2022 11:44:49;'054506011022;FIX;OK;68,0333633;43,14907;153,2;0,00;0,0
1184;'10/01/2022 11:44:50;'054507011022;FIX;OK;68,0333633;43,14907;153,2;0,00;0,0
1185;'10/01/2022 11:44:51;'054508011022;FIX;OK;68,0333633;43,14907;153,1;0,00;0,0
1186;'10/01/2022 11:44:52;'054509011022;FIX;OK;68,0333633;43,14907;153,0;0,00;0,0
1187;'10/01/2022 11:44:53;'054510011022;FIX;OK;68,0333633;43,14907;152,9;0,00;0,0
1188;'10/01/2022 11:44:54;'054511011022;FIX;OK;68,0333633;43,14907;152,8;0,00;0,0
1189;'10/01/2022 11:44:55;'054512011022;FIX;OK;68,0333633;43,14907;152,7;0,00;0,0
1190;'10/01/2022 11:44:56;'054513011022;FIX;OK;68,0333633;43,14907;152,6;0,00;0,0
1191;'10/01/2022 11:44:56;'054514011022;FIX;OK;68,0333633;43,14907;152,5;0,00;0,0
1192;'10/01/2022 11:44:57;'054515011022;FIX;OK;68,0333633;43,14907;152,4;0,00;0,0
1193;'10/01/2022 11:44:58;'054516011022;FIX;OK;68,0333633;43,14907;152,3;0,00;0,0
1194;'10/01/2022 11:44:59;'054517011022;FIX;OK;68,0333633;43,14907;152,2;0,00;0,0
1195;'10/01/2022 11:45:00;'054518011022;FIX;OK;68,0333633;43,14907;152,1;0,00;0,0
1196;'10/01/2022 11:45:01;'054519011022;FIX;OK;68,0333633;43,14907;152,0;0,00;0,0
1197;'10/01/2022 11:45:02;'054520011022;FIX;OK;68,0333633;43,14907;151,9;0,00;0,0
1198;'10/01/2022 11:45:03;'054521011022;FIX;OK;68,0333633;43,14907;151,7;0,00;0,0
1199;'10/01/2022 11:45:04;'054522011022;FIX;OK;68,0333633;43,14907;151,6;0,00;0,0
1200;'10/01/2022 11:45:05;'054523011022;FIX;OK;68,0333633;43,14907;151,5;0,00;0,0
1201;'10/01/2022 11:45:06;'054524011022;FIX;OK;68,0333633;43,14907;151,6;0,00;0,0
1202;'10/01/2022 11:45:07;'054525011022;FIX;OK;68,0333633;43,14907;151,7;0,00;0,0
1203;'10/01/2022 11:45:08;'054526011022;FIX;OK;68,0333633;43,14907;151,8;0,00;0,0
1204;'10/01/2022 11:45:09;'054527011022;FIX;OK;68,0333633;43,14907;152,0;0,00;0,0
1205;'10/01/2022 11:45:28;'054528011022;FIX;OK;68,0331192;43,14905;152,3;1,54;181,8
1206;'10/01/2022 11:45:29;'054529011022;FIX;OK;68,0331192;43,14904;152,5;0,00;181,8
1207;'10/01/2022 11:45:30;'054530011022;FIX;OK;68,0331192;43,14904;152,8;0,00;181,8
1208;'10/01/2022 11:45:31;'054531011022;FIX;OK;68,0331268;43,14904;153,1;0,00;181,8
1209;'10/01/2022 11:45:32;'054532011022;FIX;OK;68,0331268;43,14904;153,4;0,00;181,8
1210;'10/01/2022 11:45:33;'054533011022;FIX;OK;68,0331268;43,14904;153,7;0,00;181,8
1211;'10/01/2022 11:45:33;'054534011022;FIX;OK;68,0331268;43,14904;154,0;0,00;181,8
1212;'10/01/2022 11:45:34;'054535011022;FIX;OK;68,0331268;43,14904;154,2;0,00;181,8
1213;'10/01/2022 11:45:35;'054536011022;FIX;OK;68,0331268;43,14904;154,5;0,00;181,8
1214;'10/01/2022 11:45:36;'054537011022;FIX;OK;68,0331268;43,14904;154,7;0,00;181,8
1215;'10/01/2022 11:45:37;'054538011022;FIX;OK;68,0331268;43,14904;155,0;0,00;181,8
1216;'10/01/2022 11:45:38;'054539011022;FIX;OK;68,0331268;43,14904;155,2;0,00;181,8
1217;'10/01/2022 11:45:39;'054540011022;FIX;OK;68,0331268;43,14904;155,4;0,00;181,8
1218;'10/01/2022 11:45:40;'054541011022;FIX;OK;68,0331268;43,14904;155,6;0,00;181,8
1219;'10/01/2022 11:45:41;'054542011022;FIX;OK;68,0331268;43,14904;155,9;0,00;181,8
1220;'10/01/2022 11:45:42;'054543011022;FIX;OK;68,0331268;43,14904;156,1;0,00;181,8
1221;'10/01/2022 11:45:43;'054544011022;FIX;OK;68,0331268;43,14904;156,3;0,00;181,8
1222;'10/01/2022 11:45:44;'054545011022;FIX;OK;68,0331268;43,14904;156,4;0,00;181,8
1223;'10/01/2022 11:45:45;'054546011022;FIX;OK;68,0331268;43,14904;156,6;0,00;181,8
1224;'10/01/2022 11:45:46;'054547011022;FIX;OK;68,0331268;43,14904;156,8;0,00;181,8
1225;'10/01/2022 11:45:47;'054548011022;FIX;OK;68,0331268;43,14904;157,0;0,00;181,8
1226;'10/01/2022 11:45:48;'054549011022;FIX;OK;68,0331268;43,14904;157,2;0,00;181,8
1227;'10/01/2022 11:45:49;'054550011022;FIX;OK;68,0331268;43,14904;157,3;0,00;181,8
1228;'10/01/2022 11:45:49;'054551011022;FIX;OK;68,0331268;43,14904;157,5;0,00;181,8
1229;'10/01/2022 11:45:50;'054552011022;FIX;OK;68,0331268;43,14904;157,6;0,00;181,8
1230;'10/01/2022 11:45:51;'054553011022;FIX;OK;68,0331268;43,14904;157,8;0,00;181,8
1231;'10/01/2022 11:45:52;'054554011022;FIX;OK;68,0331268;43,14904;157,9;0,00;181,8
1232;'10/01/2022 11:45:53;'054555011022;FIX;OK;68,0331268;43,14904;158,1;0,00;181,8
1233;'10/01/2022 11:45:54;'054556011022;FIX;OK;68,0331268;43,14904;158,2;0,00;181,8
1234;'10/01/2022 11:45:55;'054557011022;FIX;OK;68,0331268;43,14904;158,3;0,00;181,8
1235;'10/01/2022 11:45:56;'054558011022;FIX;OK;68,0331268;43,14904;158,5;0,00;181,8
1236;'10/01/2022 11:45:57;'054559011022;FIX;OK;68,0331268;43,14904;158,6;0,00;181,8
1237;'10/01/2022 11:45:58;'054600011022;FIX;OK;68,0331268;43,14904;158,7;0,00;181,8
1238;'10/01/2022 11:45:59;'054601011022;FIX;OK;68,0331268;43,14904;158,8;0,00;181,8
1239;'10/01/2022 11:46:00;'054602011022;FIX;OK;68,0331268;43,14904;158,9;0,00;181,8
1240;'10/01/2022 11:46:01;'054603011022;FIX;OK;68,0331268;43,14904;159,1;0,00;181,8
1241;'10/01/2022 11:46:02;'054604011022;FIX;OK;68,0331268;43,14904;159,2;0,00;181,8
1242;'10/01/2022 11:46:03;'054605011022;FIX;OK;68,0331268;43,14904;159,3;0,00;181,8
1243;'10/01/2022 11:46:04;'054606011022;FIX;OK;68,0331268;43,14904;159,4;0,00;181,8
1244;'10/01/2022 11:46:04;'054607011022;FIX;OK;68,0331268;43,14904;159,5;0,00;181,8
1245;'10/01/2022 11:46:05;'054608011022;FIX;OK;68,0331268;43,14904;159,5;0,00;181,8
1246;'10/01/2022 11:46:06;'054609011022;FIX;OK;68,0331268;43,14904;159,6;0,00;181,8
1247;'10/01/2022 11:46:07;'054610011022;FIX;OK;68,0331268;43,14904;159,7;0,00;181,8
1248;'10/01/2022 11:46:08;'054611011022;FIX;OK;68,0331268;43,14904;159,8;0,00;181,8
1249;'10/01/2022 11:46:09;'054612011022;FIX;OK;68,0331268;43,14904;159,9;0,00;181,8
1250;'10/01/2022 11:46:10;'054613011022;FIX;OK;68,0331268;43,14904;159,9;0,00;181,8
1251;'10/01/2022 11:46:11;'054614011022;FIX;OK;68,0331268;43,14904;160,0;0,00;181,8
1252;'10/01/2022 11:46:12;'054615011022;FIX;OK;68,0331268;43,14904;160,1;0,00;181,8
1253;'10/01/2022 11:46:13;'054616011022;FIX;OK;68,0331268;43,14904;160,1;0,00;181,8
1254;'10/01/2022 11:46:14;'054617011022;FIX;OK;68,0331268;43,14904;160,2;0,00;181,8
1255;'10/01/2022 11:46:15;'054618011022;FIX;OK;68,0331268;43,14904;160,2;0,00;181,8
1256;'10/01/2022 11:46:16;'054619011022;FIX;OK;68,0331268;43,14904;160,3;0,00;181,8
1257;'10/01/2022 11:46:17;'054620011022;FIX;OK;68,0331268;43,14904;160,3;0,00;181,8
1258;'10/01/2022 11:46:18;'054621011022;FIX;OK;68,0331268;43,14904;160,4;0,00;181,8
1259;'10/01/2022 11:46:19;'054622011022;FIX;OK;68,0331268;43,14904;160,4;0,00;181,8
1260;'10/01/2022 11:46:20;'054623011022;FIX;OK;68,0331268;43,14904;160,4;0,00;181,8
1261;'10/01/2022 11:46:20;'054624011022;FIX;OK;68,0331268;43,14904;160,5;0,00;181,8
1262;'10/01/2022 11:46:21;'054625011022;FIX;OK;68,0331345;43,14906;160,5;1,78;1,1
1263;'10/01/2022 11:46:22;'054626011022;FIX;OK;68,0331421;43,14908;160,5;2,43;11,2
1264;'10/01/2022 11:46:23;'054627011022;FIX;OK;68,0331497;43,14909;160,5;2,74;5,9
1265;'10/01/2022 11:46:24;'054628011022;FIX;OK;68,0331650;43,14910;160,6;2,78;5,7
1266;'10/01/2022 11:46:25;'054629011022;FIX;OK;68,0331802;43,14911;160,6;3,54;9,9
1267;'10/01/2022 11:46:26;'054630011022;FIX;OK;68,0331879;43,14912;160,7;3,11;13,1
1268;'10/01/2022 11:46:27;'054631011022;FIX;OK;68,0332031;43,14913;160,7;3,46;20,8
1269;'10/01/2022 11:46:28;'054632011022;FIX;OK;68,0332108;43,14914;160,8;3,32;9,2
1270;'10/01/2022 11:46:29;'054633011022;FIX;OK;68,0332184;43,14915;161,0;3,02;16,7
1271;'10/01/2022 11:46:30;'054634011022;FIX;OK;68,0332260;43,14916;161,1;2,94;32,0
1272;'10/01/2022 11:46:31;'054635011022;FIX;OK;68,0332413;43,14917;161,2;3,48;19,1
1273;'10/01/2022 11:46:32;'054636011022;FIX;OK;68,0332413;43,14918;161,4;3,22;17,0
1274;'10/01/2022 11:46:33;'054637011022;FIX;OK;68,0332489;43,14919;161,6;3,06;12,2
1275;'10/01/2022 11:46:34;'054638011022;FIX;OK;68,0332565;43,14920;161,7;3,11;14,5
1276;'10/01/2022 11:46:35;'054639011022;FIX;OK;68,0332642;43,14920;161,9;2,76;22,0
1277;'10/01/2022 11:46:35;'054640011022;FIX;OK;68,0332642;43,14921;162,1;3,20;13,5
1278;'10/01/2022 11:46:36;'054641011022;FIX;OK;68,0332718;43,14922;162,4;3,37;7,6
1279;'10/01/2022 11:46:37;'054642011022;FIX;OK;68,0332718;43,14923;162,6;3,63;14,4
1280;'10/01/2022 11:46:38;'054643011022;FIX;OK;68,0332794;43,14924;162,8;3,39;13,1
1281;'10/01/2022 11:46:39;'054644011022;FIX;OK;68,0332794;43,14925;163,0;3,54;21,8
1282;'10/01/2022 11:46:40;'054645011022;FIX;OK;68,0332870;43,14926;163,3;3,69;24,6
1283;'10/01/2022 11:46:41;'054646011022;FIX;OK;68,0332947;43,14926;163,5;2,94;26,5
1284;'10/01/2022 11:46:42;'054647011022;FIX;OK;68,0332947;43,14927;163,7;3,70;24,5
1285;'10/01/2022 11:46:43;'054648011022;FIX;OK;68,0333023;43,14928;163,9;3,63;23,4
1286;'10/01/2022 11:46:44;'054649011022;FIX;OK;68,0333099;43,14929;164,2;3,09;30,2
1287;'10/01/2022 11:46:45;'054650011022;FIX;OK;68,0333176;43,14930;164,4;3,61;26,0
1288;'10/01/2022 11:46:46;'054651011022;FIX;OK;68,0333252;43,14930;164,6;4,56;35,6
1289;'10/01/2022 11:46:47;'054652011022;FIX;OK;68,0333328;43,14931;164,9;3,69;34,1
1290;'10/01/2022 11:46:48;'054653011022;FIX;OK;68,0333405;43,14932;165,1;4,33;40,8
1291;'10/01/2022 11:46:49;'054654011022;FIX;OK;68,0333481;43,14933;165,3;4,48;33,4
1292;'10/01/2022 11:46:50;'054655011022;FIX;OK;68,0333557;43,14934;165,5;3,67;26,7
1293;'10/01/2022 11:46:51;'054656011022;FIX;OK;68,0333633;43,14935;165,7;3,48;25,2
1294;'10/01/2022 11:46:51;'054657011022;FIX;OK;68,0333710;43,14936;165,9;3,48;29,7
1295;'10/01/2022 11:46:52;'054658011022;FIX;OK;68,0333710;43,14937;166,1;2,94;32,1
1296;'10/01/2022 11:46:53;'054659011022;FIX;OK;68,0333710;43,14938;166,4;2,93;21,9
1297;'10/01/2022 11:46:54;'054700011022;FIX;OK;68,0333786;43,14938;166,6;2,87;27,6
1298;'10/01/2022 11:46:55;'054701011022;FIX;OK;68,0333786;43,14939;166,7;1,83;15,8
1299;'10/01/2022 11:46:56;'054702011022;FIX;OK;68,0333786;43,14939;166,9;2,11;22,1
1300;'10/01/2022 11:46:57;'054703011022;FIX;OK;68,0333862;43,14939;167,1;2,22;33,5
1301;'10/01/2022 11:46:58;'054704011022;FIX;OK;68,0333862;43,14940;167,3;2,06;21,0
1302;'10/01/2022 11:46:59;'054705011022;FIX;OK;68,0333862;43,14940;167,5;0,00;17,9
1303;'10/01/2022 11:47:00;'054706011022;FIX;OK;68,0333862;43,14941;167,7;0,00;0,7
1304;'10/01/2022 11:47:01;'054707011022;FIX;OK;68,0333862;43,14941;167,9;0,00;356,9
1305;'10/01/2022 11:47:02;'054708011022;FIX;OK;68,0333862;43,14941;168,0;0,00;356,9
1306;'10/01/2022 11:47:03;'054709011022;FIX;OK;68,0333862;43,14941;168,2;0,00;356,9
1307;'10/01/2022 11:47:04;'054710011022;FIX;OK;68,0333862;43,14941;168,4;0,00;356,9
1308;'10/01/2022 11:47:05;'054711011022;FIX;OK;68,0333862;43,14941;168,5;0,00;356,9
1309;'10/01/2022 11:47:06;'054712011022;FIX;OK;68,0333862;43,14941;168,7;0,00;356,9
1310;'10/01/2022 11:47:07;'054713011022;FIX;OK;68,0333862;43,14941;168,9;0,00;356,9
1311;'10/01/2022 11:47:07;'054714011022;FIX;OK;68,0333862;43,14941;169,0;0,00;356,9
1312;'10/01/2022 11:47:08;'054715011022;FIX;OK;68,0333862;43,14941;169,1;0,00;356,9
1313;'10/01/2022 11:47:09;'054716011022;FIX;OK;68,0333862;43,14941;169,3;0,00;356,9
1314;'10/01/2022 11:47:10;'054717011022;FIX;OK;68,0333862;43,14941;169,4;0,00;356,9
1315;'10/01/2022 11:47:11;'054718011022;FIX;OK;68,0333862;43,14943;169,6;1,72;7,6
1316;'10/01/2022 11:47:12;'054719011022;FIX;OK;68,0333862;43,14944;169,7;2,20;12,2
1317;'10/01/2022 11:47:13;'054720011022;FIX;OK;68,0333862;43,14945;169,8;2,22;6,0
1318;'10/01/2022 11:47:14;'054721011022;FIX;OK;68,0333862;43,14945;169,9;1,74;11,8
1319;'10/01/2022 11:47:15;'054722011022;FIX;OK;68,0333862;43,14945;170,0;0,00;11,8
1320;'10/01/2022 11:47:16;'054723011022;FIX;OK;68,0333862;43,14945;170,1;0,00;11,8
1321;'10/01/2022 11:47:17;'054724011022;FIX;OK;68,0333786;43,14945;170,2;0,00;11,8
1322;'10/01/2022 11:47:18;'054725011022;FIX;OK;68,0333786;43,14945;170,4;0,00;11,8
1323;'10/01/2022 11:47:19;'054726011022;FIX;OK;68,0333786;43,14945;170,5;0,00;11,8
1324;'10/01/2022 11:47:20;'054727011022;FIX;OK;68,0333786;43,14945;170,6;0,00;11,8
1325;'10/01/2022 11:47:21;'054728011022;FIX;OK;68,0333786;43,14945;170,6;0,00;11,8
1326;'10/01/2022 11:47:22;'054729011022;FIX;OK;68,0333786;43,14945;170,7;0,00;11,8
1327;'10/01/2022 11:47:23;'054730011022;FIX;OK;68,0333786;43,14945;170,8;0,00;11,8
1328;'10/01/2022 11:47:23;'054731011022;FIX;OK;68,0333786;43,14945;170,9;0,00;11,8
1329;'10/01/2022 11:47:24;'054732011022;FIX;OK;68,0333786;43,14945;171,0;0,00;11,8
1330;'10/01/2022 11:47:25;'054733011022;FIX;OK;68,0333786;43,14945;171,1;0,00;11,8
1331;'10/01/2022 11:47:26;'054734011022;FIX;OK;68,0333786;43,14945;171,2;0,00;11,8
1332;'10/01/2022 11:47:27;'054735011022;FIX;OK;68,0333786;43,14945;171,2;0,00;11,8
1333;'10/01/2022 11:47:28;'054736011022;FIX;OK;68,0333786;43,14945;171,3;0,00;11,8
1334;'10/01/2022 11:47:29;'054737011022;FIX;OK;68,0333786;43,14945;171,4;0,00;11,8
1335;'10/01/2022 11:47:30;'054738011022;FIX;OK;68,0333786;43,14945;171,5;0,00;11,8
1336;'10/01/2022 11:47:31;'054739011022;FIX;OK;68,0333786;43,14945;171,5;0,00;11,8
1337;'10/01/2022 11:47:32;'054740011022;FIX;OK;68,0333786;43,14945;171,6;0,00;11,8
1338;'10/01/2022 11:47:33;'054741011022;FIX;OK;68,0333786;43,14945;171,7;0,00;11,8
1339;'10/01/2022 11:47:34;'054742011022;FIX;OK;68,0333786;43,14945;171,7;0,00;11,8
1340;'10/01/2022 11:47:35;'054743011022;FIX;OK;68,0333786;43,14945;171,8;0,00;11,8
1341;'10/01/2022 11:47:36;'054744011022;FIX;OK;68,0333786;43,14945;171,8;0,00;11,8
1342;'10/01/2022 11:47:37;'054745011022;FIX;OK;68,0333786;43,14945;171,9;0,00;11,8
1343;'10/01/2022 11:47:38;'054746011022;FIX;OK;68,0333786;43,14945;171,9;0,00;11,8
1344;'10/01/2022 11:47:38;'054747011022;FIX;OK;68,0333786;43,14945;172,0;0,00;11,8
1345;'10/01/2022 11:47:39;'054748011022;FIX;OK;68,0333786;43,14945;172,0;0,00;11,8
1346;'10/01/2022 11:47:40;'054749011022;FIX;OK;68,0333786;43,14945;172,1;0,00;11,8
1347;'10/01/2022 11:47:41;'054750011022;FIX;OK;68,0333786;43,14945;172,1;0,00;11,8
1348;'10/01/2022 11:47:42;'054751011022;FIX;OK;68,0333786;43,14945;172,2;0,00;11,8
1349;'10/01/2022 11:47:43;'054752011022;FIX;OK;68,0333786;43,14945;172,2;0,00;11,8
1350;'10/01/2022 11:47:44;'054753011022;FIX;OK;68,0333786;43,14945;172,3;0,00;11,8
1351;'10/01/2022 11:47:45;'054754011022;FIX;OK;68,0333786;43,14945;172,3;0,00;11,8
1352;'10/01/2022 11:47:46;'054755011022;FIX;OK;68,0333786;43,14945;172,4;0,00;11,8
1353;'10/01/2022 11:47:47;'054756011022;FIX;OK;68,0333786;43,14945;172,4;0,00;11,8
1354;'10/01/2022 11:47:48;'054757011022;FIX;OK;68,0333786;43,14945;172,4;0,00;11,8
1355;'10/01/2022 11:47:49;'054758011022;FIX;OK;68,0333786;43,14945;172,5;0,00;11,8
1356;'10/01/2022 11:47:50;'054759011022;FIX;OK;68,0333786;43,14945;172,5;0,00;11,8
1357;'10/01/2022 11:47:51;'054800011022;FIX;OK;68,0333786;43,14945;172,6;0,00;11,8
1358;'10/01/2022 11:47:52;'054801011022;FIX;OK;68,0333786;43,14945;172,6;0,00;11,8
1359;'10/01/2022 11:47:53;'054802011022;FIX;OK;68,0333786;43,14945;172,6;0,00;11,8
1360;'10/01/2022 11:47:54;'054803011022;FIX;OK;68,0333786;43,14945;172,7;0,00;11,8
1361;'10/01/2022 11:47:54;'054804011022;FIX;OK;68,0333786;43,14945;172,7;0,00;11,8
1362;'10/01/2022 11:47:55;'054805011022;FIX;OK;68,0333786;43,14945;172,8;0,00;11,8
1363;'10/01/2022 11:47:56;'054806011022;FIX;OK;68,0333786;43,14945;172,8;0,00;11,8
1364;'10/01/2022 11:47:57;'054807011022;FIX;OK;68,0333786;43,14945;172,8;0,00;11,8
1365;'10/01/2022 11:47:58;'054808011022;FIX;OK;68,0333786;43,14945;172,9;0,00;11,8
1366;'10/01/2022 11:47:59;'054809011022;FIX;OK;68,0333786;43,14945;172,9;0,00;11,8
1367;'10/01/2022 11:48:00;'054810011022;FIX;OK;68,0333786;43,14945;172,9;0,00;11,8
1368;'10/01/2022 11:48:01;'054811011022;FIX;OK;68,0333786;43,14945;173,0;0,00;11,8
1369;'10/01/2022 11:48:02;'054812011022;FIX;OK;68,0333786;43,14945;173,0;0,00;11,8
1370;'10/01/2022 11:48:03;'054813011022;FIX;OK;68,0333786;43,14945;173,0;0,00;11,8
1371;'10/01/2022 11:48:04;'054814011022;FIX;OK;68,0333786;43,14945;173,0;0,00;11,8
1372;'10/01/2022 11:48:05;'054815011022;FIX;OK;68,0333786;43,14945;173,1;0,00;11,8
