

New start of logging. Datetime: 2022.10.01_112457 
Datetime, dd/mm/yyyy hh:mm:ss;HDC TEMP, `C;HDC HUM, %;LPS PRESS, hPa;LPS TEMP, `C;LSM TEMP, `C;LSM AX, mg;LSM AY, mg;LSM AZ, mg;LSM GX;LSM GY;LSM GZ;PM2.5;PM10;EXT_TEMP, `C;BATT, V;VSYS, V
'10/01/2022 12:12:38;-18,2;13;442,9;639,7;-24,1;65,8;-25,8;994,2;-27230,0;22470,0;11270,0;2,0;5,0;-100,0;3,95;0,01
'10/01/2022 12:12:39;-18,2;13;442,6;639,7;-24,0;53,9;-25,7;1056,6;-18690,0;-28560,0;3360,0;2,0;5,0;-100,0;3,95;0,01
'10/01/2022 12:12:40;-18,4;12;442,2;639,6;-24,3;34,9;-25,5;947,6;-11130,0;-23730,0;-14280,0;1,8;4,9;-100,0;3,95;0,01
'10/01/2022 12:12:41;-18,4;12;442,1;639,3;-24,6;57,8;-39,0;1025,5;34090,0;10360,0;-7980,0;1,8;4,9;-100,0;3,95;0,01
'10/01/2022 12:12:42;-18,6;12;441,7;639,1;-24,9;72,6;-42,3;1069,8;7840,0;11060,0;-3080,0;1,8;4,9;-100,0;3,95;0,01
'10/01/2022 12:12:43;-18,7;12;441,4;639,3;-24,7;35,0;-29,6;951,4;-15470,0;-22190,0;-1260,0;1,8;4,8;-100,0;3,95;0,01
'10/01/2022 12:12:44;-18,7;12;441,2;639,2;-24,7;83,8;-33,7;1008,9;24500,0;49560,0;-1820,0;1,8;4,8;-100,0;3,95;0,01
'10/01/2022 12:12:45;-18,9;12;441,0;639,1;-25,0;65,1;-33,0;1028,3;4340,0;6720,0;-2450,0;1,8;4,8;-100,0;3,95;0,01
'10/01/2022 12:12:46;-18,8;12;440,7;639,4;-24,7;36,4;-28,9;1023,0;7350,0;-26320,0;-2590,0;1,8;4,8;-100,0;3,95;0,01
'10/01/2022 12:12:47;-18,9;12;440,5;639,1;-24,8;39,5;-36,1;1041,8;24150,0;-21910,0;-770,0;1,8;4,8;-100,0;3,94;0,01
'10/01/2022 12:12:48;-19,0;12;440,0;638,8;-25,2;57,8;-37,0;1020,7;-22610,0;6650,0;8260,0;1,8;4,8;-100,0;3,94;0,01
'10/01/2022 12:12:49;-19,0;12;439,8;639,1;-24,9;61,1;-31,0;966,9;13440,0;18410,0;-630,0;1,8;3,3;-100,0;3,94;0,00
'10/01/2022 12:12:49;-19,1;12;439,4;639,0;-25,0;30,4;-33,7;1016,0;24920,0;-14210,0;0,0;1,3;4,3;-100,0;3,94;0,01
'10/01/2022 12:12:50;-19,2;12;439,3;639,0;-25,1;46,7;-26,0;1019,7;-24640,0;12810,0;4900,0;1,3;4,3;-100,0;3,94;0,01
'10/01/2022 12:12:51;-19,2;12;439,0;639,1;-25,0;42,6;-21,0;1011,9;-10010,0;-9450,0;3850,0;1,3;4,3;-100,0;3,94;0,01
'10/01/2022 12:12:52;-19,3;11;438,5;639,0;-25,1;29,5;-16,1;959,0;1260,0;-2520,0;-5880,0;1,3;4,3;-100,0;3,94;0,01
'10/01/2022 12:12:53;-19,3;11;438,3;638,9;-25,2;40,1;-14,3;973,2;2380,0;18550,0;-2450,0;1,3;4,4;-100,0;3,94;0,01
'10/01/2022 12:12:54;-19,3;11;437,9;639,0;-25,1;40,9;-14,7;939,5;-1190,0;-770,0;-7700,0;1,4;4,4;-100,0;3,94;0,01
'10/01/2022 12:12:55;-19,3;11;437,8;639,0;-25,2;49,0;-16,8;1029,2;-6580,0;2310,0;-4410,0;1,3;4,4;-100,0;3,94;0,01
'10/01/2022 12:12:56;-19,4;11;437,6;639,0;-25,2;46,6;-20,5;1107,2;2940,0;4550,0;-4970,0;1,3;4,4;-100,0;3,94;0,01
'10/01/2022 12:12:57;-19,2;11;437,4;639,3;-24,9;77,7;-23,0;1130,1;-9450,0;28280,0;3010,0;1,3;4,4;-100,0;3,94;0,01
'10/01/2022 12:12:58;-19,2;11;436,9;639,3;-24,8;40,4;-20,4;1092,9;7420,0;-24920,0;1820,0;1,3;4,4;-100,0;3,94;0,01
'10/01/2022 12:12:59;-19,3;11;436,5;639,4;-24,8;39,7;-21,4;1029,0;-7770,0;490,0;11760,0;1,3;4,3;-100,0;3,94;0,01
'10/01/2022 12:13:00;-19,0;11;435,0;639,5;-24,7;39,9;-14,9;970,8;-14070,0;9870,0;3640,0;1,3;4,3;-100,0;3,94;0,01
'10/01/2022 12:13:01;-19,2;11;435,8;639,3;-24,9;33,4;-5,6;937,5;18970,0;-2520,0;-3570,0;1,2;4,3;-100,0;3,94;0,01
'10/01/2022 12:13:02;-19,2;11;435,5;639,3;-24,8;23,1;-3,6;916,1;-4620,0;-15960,0;-4200,0;1,2;4,3;-100,0;3,94;0,01
'10/01/2022 12:13:03;-19,2;11;435,3;639,2;-24,9;49,4;-9,4;1012,1;-7210,0;13930,0;-3290,0;1,2;4,2;-100,0;3,94;0,01
'10/01/2022 12:13:04;-19,2;11;435,0;639,3;-24,9;51,9;-12,6;1105,9;-9730,0;-490,0;-2590,0;1,2;4,3;-100,0;3,94;0,01
'10/01/2022 12:13:05;-19,2;11;434,8;639,4;-24,8;34,5;-20,3;1107,8;23030,0;-17150,0;-4760,0;1,2;4,2;-100,0;3,94;0,01
'10/01/2022 12:13:05;-19,2;11;434,4;639,3;-24,9;66,7;-27,9;1100,9;10640,0;19670,0;4200,0;1,2;4,3;-100,0;3,99;0,01
'10/01/2022 12:13:06;-19,1;11;434,0;639,5;-24,6;52,6;-22,3;1043,8;-39270,0;-8120,0;15260,0;1,2;4,3;-100,0;4,01;0,01
'10/01/2022 12:13:07;-19,0;11;433,6;639,5;-24,7;47,1;-22,2;1015,5;14280,0;-12950,0;1890,0;1,2;4,2;-100,0;4,02;0,01
'10/01/2022 12:13:08;-19,0;11;433,1;639,5;-24,7;44,8;-24,3;925,1;38710,0;5670,0;-420,0;1,2;4,2;-100,0;4,02;0,01
'10/01/2022 12:13:09;-19,1;11;432,9;639,2;-24,9;50,3;-32,4;944,6;-12530,0;6230,0;4690,0;1,2;4,3;-100,0;4,02;0,01
'10/01/2022 12:13:10;-19,1;11;432,6;639,0;-25,2;79,8;-33,1;974,0;-17640,0;32690,0;3150,0;1,2;4,3;-100,0;4,02;0,00
'10/01/2022 12:13:11;-19,2;11;432,4;639,1;-25,1;49,5;-34,3;1024,7;21630,0;-15820,0;-770,0;1,2;4,3;-100,0;3,95;0,01
'10/01/2022 12:13:12;-19,3;11;432,2;639,0;-25,2;29,8;-28,4;1074,3;-13860,0;-27440,0;-5250,0;1,2;4,4;-100,0;3,95;0,00
'10/01/2022 12:13:13;-19,4;11;431,8;639,0;-25,3;46,7;-22,1;959,8;21490,0;19880,0;-7840,0;1,2;4,3;-100,0;3,94;0,01
'10/01/2022 12:13:14;-19,4;11;431,6;639,1;-25,1;50,7;-17,4;979,0;2170,0;8890,0;-8330,0;1,1;4,3;-100,0;3,94;0,00
'10/01/2022 12:13:15;-19,4;11;431,5;639,1;-25,0;36,9;-14,0;1065,6;-17080,0;-21070,0;-4060,0;1,2;4,3;-100,0;3,94;0,01
'10/01/2022 12:13:16;-19,4;11;431,5;639,1;-25,0;36,9;-14,0;1065,6;-17080,0;-21070,0;-4060,0;1,1;4,3;-100,0;3,94;0,01
'10/01/2022 12:13:17;-19,4;11;431,2;639,2;-25,0;56,5;-20,1;1089,0;33740,0;15610,0;-11620,0;1,1;4,3;-100,0;3,94;0,01
'10/01/2022 12:13:18;-19,3;11;430,9;639,2;-24,9;72,2;-16,0;1040,4;-22330,0;23170,0;-560,0;1,1;3,0;-100,0;3,94;0,01
'10/01/2022 12:13:19;-19,3;11;430,4;639,1;-25,1;3,6;-15,3;1022,7;-7560,0;-46970,0;-5600,0;1,3;3,1;-100,0;3,93;0,00
'10/01/2022 12:13:20;-19,3;10;430,2;638,9;-25,2;45,3;-18,2;929,8;6020,0;21350,0;840,0;1,4;3,2;-100,0;3,92;0,01
'10/01/2022 12:13:20;-19,3;10;430,0;638,8;-25,2;32,2;-23,4;922,6;8470,0;-10850,0;-2380,0;1,4;3,2;-100,0;3,93;0,01
'10/01/2022 12:13:21;-19,4;10;429,7;638,6;-25,4;54,0;-26,5;988,7;-140,0;15540,0;-2590,0;1,4;3,2;-100,0;3,93;0,01
'10/01/2022 12:13:22;-19,4;10;429,4;638,7;-25,4;70,9;-31,4;1056,6;1470,0;22610,0;560,0;1,4;3,1;-100,0;3,93;0,01
'10/01/2022 12:13:23;-19,5;10;429,2;638,8;-25,3;40,7;-29,8;1052,1;-6020,0;-24570,0;2660,0;1,4;3,1;-100,0;3,93;0,01
'10/01/2022 12:13:24;-19,5;10;428,8;638,7;-25,4;36,6;-30,2;1049,7;-12810,0;-16450,0;6510,0;1,4;3,1;-100,0;3,93;0,00
'10/01/2022 12:13:25;-19,6;10;428,6;638,5;-25,6;58,9;-24,6;934,6;-13720,0;26810,0;6230,0;1,4;3,2;-100,0;3,93;0,01
'10/01/2022 12:13:26;-19,7;10;428,3;638,4;-25,8;56,8;-28,4;972,5;2310,0;4620,0;-70,0;1,4;3,2;-100,0;3,93;0,01
'10/01/2022 12:13:27;-19,8;10;428,2;638,4;-25,9;44,7;-35,6;1062,4;840,0;-19950,0;3290,0;1,4;3,2;-100,0;3,93;0,01
'10/01/2022 12:13:28;-19,8;10;427,8;638,6;-25,7;57,6;-29,6;1050,6;-22400,0;5810,0;11970,0;1,4;3,2;-100,0;3,93;0,01
'10/01/2022 12:13:29;-19,8;10;427,4;638,7;-25,6;73,4;-23,1;1075,9;-4340,0;15260,0;7980,0;1,4;3,2;-100,0;3,93;0,01
'10/01/2022 12:13:30;-19,7;10;427,0;638,7;-25,6;23,5;-26,0;1012,3;21350,0;-41370,0;-1470,0;1,4;3,3;-100,0;3,93;0,01
'10/01/2022 12:13:31;-19,7;10;426,7;638,7;-25,5;64,8;-23,1;947,5;6440,0;32760,0;6440,0;1,4;3,2;-100,0;3,93;0,01
'10/01/2022 12:13:32;-19,9;10;426,4;638,4;-25,9;73,1;-29,8;999,9;-7420,0;15960,0;-630,0;1,4;3,2;-100,0;3,93;0,01
'10/01/2022 12:13:33;-20,0;10;426,0;638,2;-26,2;45,2;-28,2;896,5;-17710,0;-19110,0;-1680,0;1,4;3,2;-100,0;3,93;0,01
'10/01/2022 12:13:34;-20,0;10;425,9;638,2;-26,1;38,5;-34,6;1011,6;12390,0;-24500,0;-7350,0;1,4;3,2;-100,0;3,93;0,01
'10/01/2022 12:13:35;-20,1;10;425,7;638,2;-26,2;55,9;-36,0;1091,3;3570,0;7000,0;-2590,0;1,5;3,2;-100,0;3,92;0,01
'10/01/2022 12:13:36;-20,1;10;425,4;638,2;-26,1;62,1;-30,5;1072,6;-18620,0;19180,0;5880,0;1,5;3,3;-100,0;3,93;0,01
'10/01/2022 12:13:36;-20,1;10;425,0;638,3;-26,0;61,6;-23,2;1078,1;8610,0;12320,0;-280,0;1,5;3,2;-100,0;3,93;0,01
'10/01/2022 12:13:37;-20,1;9;424,7;638,4;-25,9;16,2;-19,7;1024,4;-8680,0;-42350,0;0,0;1,5;3,3;-100,0;3,93;0,01
'10/01/2022 12:13:38;-20,1;9;424,2;638,4;-25,9;52,9;-14,9;965,6;-1260,0;22960,0;1260,0;1,4;3,2;-100,0;3,93;0,01
'10/01/2022 12:13:39;-20,1;9;423,7;638,3;-26,1;55,8;-18,7;920,5;2030,0;12530,0;-4270,0;1,4;3,4;-100,0;3,93;0,01
'10/01/2022 12:13:40;-20,3;9;423,5;638,0;-26,4;47,9;-23,9;901,3;-16100,0;-7840,0;-1260,0;1,4;3,4;-100,0;3,92;0,01
'10/01/2022 12:13:41;-20,3;9;423,3;638,1;-26,3;59,0;-28,7;1022,1;-3080,0;980,0;-3220,0;1,4;3,3;-100,0;3,92;0,01
'10/01/2022 12:13:42;-20,3;9;423,2;638,1;-26,3;56,0;-35,0;1088,2;12950,0;-2240,0;2170,0;1,4;3,4;-100,0;3,92;0,01
'10/01/2022 12:13:43;-20,3;9;422,8;637,9;-26,4;50,1;-32,9;1026,6;-9520,0;3850,0;6790,0;1,4;3,4;-100,0;3,92;0,01
'10/01/2022 12:13:44;-20,3;9;422,5;638,2;-26,1;78,7;-26,1;1074,4;-10500,0;17850,0;7350,0;1,4;3,3;-100,0;3,92;0,01
'10/01/2022 12:13:45;-20,3;9;422,1;638,1;-26,2;32,5;-23,4;967,7;-12320,0;-36190,0;-1120,0;1,4;3,3;-100,0;3,92;0,01
'10/01/2022 12:13:46;-20,3;9;421,7;638,2;-26,1;73,0;-24,8;957,8;16660,0;36610,0;-5880,0;1,4;3,3;-100,0;3,92;0,01
'10/01/2022 12:13:47;-20,4;9;421,6;637,7;-26,5;50,3;-39,1;1037,0;25340,0;840,0;1120,0;1,4;3,3;-100,0;3,92;0,01
'10/01/2022 12:13:48;-20,4;9;421,4;637,5;-26,7;41,1;-30,7;939,3;-19880,0;-6930,0;2100,0;1,4;3,3;-100,0;3,92;0,01
'10/01/2022 12:13:49;-20,5;9;421,0;637,6;-26,7;38,0;-29,0;948,8;4900,0;-13020,0;-4130,0;1,3;3,2;-100,0;3,92;0,01
'10/01/2022 12:13:50;-20,6;9;420,8;637,4;-26,9;52,3;-35,9;1068,2;6650,0;12530,0;-1330,0;1,2;3,2;-100,0;3,92;0,01
'10/01/2022 12:13:51;-20,7;9;420,6;637,5;-26,8;71,7;-32,1;1103,0;-8820,0;32270,0;1610,0;1,2;3,2;-100,0;3,92;0,01
'10/01/2022 12:13:51;-20,7;9;420,1;637,7;-26,7;43,7;-29,6;1106,4;2450,0;-14700,0;3780,0;1,3;3,2;-100,0;3,92;0,01
'10/01/2022 12:13:52;-20,7;9;419,7;637,8;-26,6;26,4;-23,4;1020,0;-840,0;-24850,0;4270,0;1,2;3,2;-100,0;3,92;0,01
'10/01/2022 12:13:53;-20,8;9;419,4;637,6;-26,8;39,2;-10,1;928,2;-1680,0;16730,0;-5110,0;1,2;3,2;-100,0;3,92;0,01
'10/01/2022 12:13:54;-20,9;9;419,0;637,7;-26,8;28,9;-2,3;888,4;-6160,0;210,0;-4270,0;1,2;3,1;-100,0;3,92;0,01
'10/01/2022 12:13:55;-20,9;9;418,8;637,8;-26,7;34,5;-1,8;925,1;2940,0;-1750,0;-8260,0;1,2;3,1;-100,0;3,92;0,01
'10/01/2022 12:13:56;-20,9;8;418,6;637,8;-26,7;45,3;-9,8;1015,0;19880,0;2660,0;-10850,0;1,2;3,1;-100,0;3,92;0,01
'10/01/2022 12:13:57;-20,8;8;418,3;637,8;-26,7;46,5;-11,7;1063,0;-12320,0;910,0;-3500,0;1,2;3,0;-100,0;3,92;0,01
'10/01/2022 12:13:58;-20,9;8;418,0;637,7;-26,8;45,0;-12,3;1045,6;-6160,0;6510,0;-3290,0;1,1;3,0;-100,0;3,92;0,00
'10/01/2022 12:13:59;-21,0;8;417,7;637,6;-26,9;36,5;-14,2;994,5;10080,0;3430,0;-2240,0;1,2;3,0;-100,0;3,92;0,00
'10/01/2022 12:14:00;-21,0;8;417,3;637,6;-27,0;26,8;-16,3;888,5;-4900,0;-5950,0;1750,0;1,2;3,0;-100,0;3,92;0,01
'10/01/2022 12:14:01;-21,1;8;417,0;637,3;-27,1;25,4;-25,7;919,4;-14910,0;-10360,0;5600,0;1,2;3,0;-100,0;3,92;0,00
'10/01/2022 12:14:02;-21,1;8;416,9;637,2;-27,3;54,1;-28,4;957,9;-5250,0;20790,0;630,0;1,1;2,9;-100,0;3,92;0,00
'10/01/2022 12:14:03;-21,1;8;416,7;637,4;-27,1;44,8;-28,5;1003,6;4690,0;-3850,0;-1680,0;1,1;2,9;-100,0;3,91;0,01
'10/01/2022 12:14:04;-21,1;8;416,7;637,4;-27,1;44,8;-28,5;1003,6;4690,0;-3850,0;-1680,0;1,1;2,9;-100,0;3,91;0,00
'10/01/2022 12:14:05;-21,1;8;416,3;637,1;-27,4;37,5;-35,6;1070,6;7490,0;-20090,0;-210,0;1,1;3,0;-100,0;3,91;0,00
'10/01/2022 12:14:06;-21,2;8;416,3;637,0;-27,5;44,7;-33,6;1080,1;-17220,0;-5110,0;6720,0;1,1;2,9;-100,0;3,91;0,00
'10/01/2022 12:14:06;-21,3;8;415,8;637,2;-27,4;65,8;-22,1;1057,2;-20510,0;32340,0;3500,0;1,1;3,0;-100,0;3,91;0,01
'10/01/2022 12:14:07;-21,3;8;415,5;637,3;-27,4;25,3;-17,0;959,2;15120,0;-20230,0;-6930,0;1,1;2,7;-100,0;3,91;0,00
'10/01/2022 12:14:08;-21,6;8;415,3;637,2;-27,4;29,1;-23,2;999,8;9380,0;-13370,0;-420,0;1,1;2,7;-100,0;3,91;0,00
'10/01/2022 12:14:09;-21,2;8;414,3;637,5;-27,0;46,8;-15,4;916,8;-19040,0;20090,0;4550,0;1,1;2,7;-100,0;3,91;0,00
'10/01/2022 12:14:10;-21,4;8;414,7;637,2;-27,3;39,7;-22,8;1060,4;4760,0;-3570,0;-6790,0;1,1;2,6;-100,0;3,91;0,01
'10/01/2022 12:14:11;-21,4;8;414,4;637,3;-27,3;49,8;-31,7;1075,0;25410,0;-10780,0;-10360,0;1,1;2,6;-100,0;3,91;0,00
'10/01/2022 12:14:12;-21,4;8;414,3;637,4;-27,3;22,3;-24,2;1050,2;-31990,0;-37240,0;2240,0;1,1;2,7;-100,0;3,91;0,00
'10/01/2022 12:14:13;-21,5;8;414,0;637,2;-27,6;47,6;-28,2;1133,9;18200,0;23730,0;-6440,0;1,1;2,7;-100,0;3,91;0,00
'10/01/2022 12:14:14;-21,5;8;413,7;637,3;-27,3;64,9;-25,1;1116,7;-21840,0;26600,0;21280,0;1,1;2,7;-100,0;3,91;0,01
'10/01/2022 12:14:15;-21,4;8;413,2;637,5;-27,2;41,9;-27,9;987,1;47950,0;980,0;490,0;1,0;2,7;-100,0;3,91;0,00
'10/01/2022 12:14:16;-21,5;8;412,9;636,8;-27,8;42,3;-48,3;1098,3;9520,0;-210,0;22470,0;0,9;2,5;-100,0;3,91;0,00
'10/01/2022 12:14:17;-21,6;8;412,6;636,7;-27,9;82,0;-41,9;1073,1;-9100,0;39620,0;7210,0;0,9;2,6;-100,0;3,89;0,00
'10/01/2022 12:14:18;-21,7;8;412,2;636,6;-28,1;32,5;-40,3;1086,2;-11550,0;-46760,0;4480,0;0,9;2,6;-100,0;3,91;0,01
'10/01/2022 12:14:19;-21,8;7;411,8;636,7;-28,1;47,8;-36,7;1126,2;-5320,0;-3430,0;-5740,0;0,9;2,5;-100,0;3,91;0,00
'10/01/2022 12:14:20;-22,0;7;411,5;636,7;-28,1;53,8;-27,1;1015,6;35140,0;26040,0;-4200,0;0,9;2,5;-100,0;3,91;0,00
'10/01/2022 12:14:21;-22,0;7;411,1;636,4;-28,3;18,5;-35,7;991,9;-6160,0;-17150,0;12180,0;0,8;2,5;-100,0;3,91;0,00
'10/01/2022 12:14:21;-22,0;7;410,8;636,4;-28,3;53,6;-35,4;962,9;9450,0;29680,0;2450,0;1,1;2,6;-100,0;3,91;0,00
'10/01/2022 12:14:22;-22,1;7;410,5;636,2;-28,6;32,3;-40,9;1112,2;770,0;-15960,0;-3570,0;1,1;2,6;-100,0;3,91;0,00
'10/01/2022 12:14:23;-22,2;7;410,1;636,3;-28,5;61,1;-27,2;1095,9;-46690,0;20860,0;10780,0;1,1;2,6;-100,0;3,90;0,01
'10/01/2022 12:14:24;-22,2;7;409,6;636,5;-28,3;48,3;-27,0;1114,4;41230,0;-14840,0;-4830,0;1,1;2,7;-100,0;3,90;0,00
'10/01/2022 12:14:25;-22,2;7;409,2;636,5;-28,4;33,2;-21,4;1097,1;-29050,0;-28490,0;-6930,0;1,1;2,7;-100,0;3,90;0,00
'10/01/2022 12:14:26;-22,4;7;408,7;636,5;-28,4;48,5;-14,5;967,1;25270,0;9870,0;-9730,0;1,2;2,8;-100,0;3,90;0,00
'10/01/2022 12:14:27;-22,4;7;408,3;636,1;-28,7;33,0;-34,2;1047,0;15190,0;6650,0;10010,0;1,2;3,4;-100,0;3,90;0,00
'10/01/2022 12:14:28;-22,5;7;408,2;636,4;-28,6;61,9;-22,1;955,9;19950,0;48650,0;-5250,0;1,2;3,4;-100,0;3,90;0,00
'10/01/2022 12:14:29;-22,4;7;409,1;636,4;-28,5;3,8;-7,3;924,9;-7490,0;-50330,0;-9100,0;1,2;3,4;-100,0;3,90;0,01
'10/01/2022 12:14:30;-22,4;7;407,5;636,4;-28,5;40,0;-5,4;990,0;-13090,0;-3710,0;-8750,0;1,2;3,4;-100,0;3,90;0,00
'10/01/2022 12:14:31;-22,4;7;407,3;636,4;-28,4;72,0;-12,3;1012,7;27160,0;39130,0;-14700,0;1,3;3,4;-100,0;3,89;0,01
'10/01/2022 12:14:32;-22,4;7;407,0;636,5;-28,3;62,4;-9,0;1024,7;-38290,0;4550,0;-4200,0;1,2;3,3;-100,0;3,90;0,01
'10/01/2022 12:14:33;-22,4;7;406,7;636,4;-28,5;-6,6;-14,4;1108,7;9310,0;-70910,0;-7420,0;1,2;3,3;-100,0;3,90;0,00
'10/01/2022 12:14:34;-22,5;7;406,4;636,6;-28,3;68,1;-20,4;1124,7;2590,0;27090,0;-2030,0;1,2;3,3;-100,0;3,90;0,00
'10/01/2022 12:14:35;-22,3;7;405,2;636,7;-28,2;66,3;-16,2;1156,8;-24500,0;4760,0;20020,0;1,2;3,3;-100,0;3,90;0,01
'10/01/2022 12:14:36;-22,4;7;405,8;636,5;-28,5;11,2;-15,8;1086,3;37310,0;-29960,0;-6020,0;1,2;3,2;-100,0;3,90;0,00
'10/01/2022 12:14:37;-22,5;7;405,3;636,1;-28,8;39,7;-27,8;1078,6;10570,0;6160,0;5390,0;1,2;3,5;-100,0;3,90;0,00
'10/01/2022 12:14:37;-22,5;7;404,9;636,2;-28,7;56,4;-25,4;1044,7;-24990,0;13160,0;16520,0;1,2;3,5;-100,0;3,90;0,00
'10/01/2022 12:14:38;-22,5;7;404,5;636,3;-28,7;38,1;-20,7;1048,7;-4130,0;-6790,0;-700,0;1,2;3,5;-100,0;3,90;0,01
'10/01/2022 12:14:39;-22,7;6;404,1;636,1;-28,9;15,6;-14,9;1003,5;31150,0;-8120,0;-13440,0;1,2;3,4;-100,0;3,90;0,00
'10/01/2022 12:14:40;-22,7;6;403,7;635,9;-29,0;37,3;-23,5;1002,0;7490,0;10010,0;-2450,0;1,2;3,4;-100,0;3,90;0,01
'10/01/2022 12:14:41;-22,8;6;403,4;635,8;-29,1;42,0;-21,2;930,2;-40390,0;9520,0;8890,0;1,2;3,4;-100,0;3,89;0,00
'10/01/2022 12:14:42;-22,8;6;403,2;635,8;-29,2;31,7;-25,9;946,0;5110,0;-4200,0;-1120,0;1,3;3,5;-100,0;3,89;0,01
'10/01/2022 12:14:43;-22,9;6;402,8;635,6;-29,4;36,5;-31,1;1012,7;-1120,0;-11060,0;-1330,0;1,4;3,5;-100,0;3,89;0,01
'10/01/2022 12:14:44;-23,0;6;402,7;635,4;-29,5;49,6;-29,5;1015,5;-26740,0;700,0;4200,0;1,4;3,6;-100,0;3,89;0,01
'10/01/2022 12:14:45;-23,0;6;402,2;635,7;-29,4;33,7;-26,8;1000,5;280,0;-11900,0;-840,0;1,4;3,5;-100,0;3,89;0,01
'10/01/2022 12:14:46;-23,1;6;402,0;635,6;-29,4;41,8;-25,7;996,0;11900,0;13160,0;-980,0;1,4;3,5;-100,0;3,89;0,00
'10/01/2022 12:14:47;-23,2;6;401,8;635,5;-29,6;38,2;-20,3;925,5;-11200,0;1050,0;-1540,0;1,4;3,6;-100,0;3,89;0,00
'10/01/2022 12:14:48;-23,3;6;401,5;635,6;-29,6;38,6;-20,2;986,1;-6020,0;980,0;-3990,0;1,5;3,6;-100,0;3,89;0,01
'10/01/2022 12:14:49;-23,4;6;401,3;635,6;-29,5;37,5;-23,1;1051,5;7280,0;-4480,0;-5670,0;1,5;3,6;-100,0;3,89;0,01
'10/01/2022 12:14:50;-23,3;6;401,0;635,5;-29,6;45,5;-25,3;1030,4;-4340,0;-3570,0;-350,0;1,5;3,7;-100,0;3,89;0,01
'10/01/2022 12:14:51;-23,4;6;400,8;635,3;-29,9;36,0;-28,1;974,7;7070,0;-9870,0;1680,0;1,6;3,7;-100,0;3,89;0,01
'10/01/2022 12:14:52;-23,5;6;400,5;635,1;-30,1;48,1;-27,8;929,6;-6790,0;13090,0;4200,0;1,6;3,6;-100,0;3,89;0,00
'10/01/2022 12:14:52;-23,5;6;400,5;635,1;-30,1;48,1;-27,8;929,6;-6790,0;13090,0;4200,0;1,6;3,6;-100,0;3,89;0,00
'10/01/2022 12:14:53;-23,6;6;400,2;635,1;-30,1;51,0;-28,7;979,7;-16100,0;-1750,0;1400,0;1,5;3,6;-100,0;3,89;0,01
'10/01/2022 12:14:54;-23,6;6;400,0;635,2;-30,1;43,8;-32,1;1050,4;6930,0;-16660,0;1330,0;1,6;3,6;-100,0;3,89;0,00
'10/01/2022 12:14:55;-23,7;5;399,8;635,2;-30,1;42,6;-32,0;1076,5;-5110,0;-7770,0;7350,0;1,5;3,5;-100,0;3,89;0,00
'10/01/2022 12:14:56;-23,8;5;399,4;635,3;-30,0;64,8;-27,5;983,1;-3920,0;29960,0;5110,0;18,6;20,1;-100,0;3,89;0,01
'10/01/2022 12:14:57;-23,9;5;399,1;635,0;-30,4;47,8;-31,7;1001,9;2170,0;-14910,0;0,0;18,6;20,1;-100,0;3,89;0,00
'10/01/2022 12:14:58;-24,0;5;398,7;634,9;-30,5;35,7;-27,1;915,4;-14700,0;-16380,0;840,0;18,6;20,1;-100,0;3,89;0,00
'10/01/2022 12:14:59;-24,0;5;398,5;634,8;-30,6;57,0;-26,7;932,1;4760,0;13440,0;70,0;18,6;20,1;-100,0;3,89;0,01
'10/01/2022 12:15:00;-24,1;5;398,3;634,7;-30,8;57,2;-31,5;1017,9;-560,0;6930,0;-490,0;18,5;20,0;-100,0;3,88;0,01
'10/01/2022 12:15:01;-24,1;5;398,1;634,7;-30,7;45,9;-30,1;1045,4;-17640,0;-6930,0;420,0;18,5;20,0;-100,0;3,88;0,00
'10/01/2022 12:15:02;-24,1;5;397,8;634,9;-30,4;45,1;-28,1;1044,0;5390,0;-4060,0;-1750,0;18,5;20,0;-100,0;3,89;0,00
'10/01/2022 12:15:03;-24,2;5;397,5;634,7;-30,6;50,2;-29,1;1000,8;9450,0;8470,0;-490,0;18,5;20,0;-100,0;3,88;0,00
'10/01/2022 12:15:04;-24,3;5;397,1;634,4;-30,9;36,0;-29,3;915,0;-9170,0;-2520,0;2590,0;18,5;20,0;-100,0;3,88;0,00
'10/01/2022 12:15:05;-24,4;5;397,0;634,4;-31,0;35,5;-28,0;913,8;560,0;-3850,0;-2380,0;18,5;20,0;-100,0;3,88;0,00
'10/01/2022 12:15:06;-24,4;5;396,8;634,3;-31,0;49,8;-27,8;970,1;4340,0;9450,0;-4970,0;18,5;20,0;-100,0;3,88;0,00
'10/01/2022 12:15:07;-24,5;5;396,5;634,3;-31,1;44,4;-30,3;1037,7;6580,0;-4410,0;-4270,0;18,5;20,0;-100,0;3,88;0,00
'10/01/2022 12:15:07;-24,6;5;396,3;634,4;-31,1;42,8;-24,3;1028,4;-7910,0;-1540,0;-2310,0;18,5;20,0;-100,0;3,88;0,01
'10/01/2022 12:15:08;-24,6;5;396,0;634,5;-31,0;47,9;-17,6;1011,9;-3570,0;6300,0;-1400,0;18,5;20,0;-100,0;3,88;0,00
'10/01/2022 12:15:09;-24,6;5;395,7;634,6;-30,9;36,5;-21,2;968,3;22470,0;-7280,0;-9450,0;18,4;19,9;-100,0;3,88;0,01
